id,EAP,HPL,MWS
id02310,0.15571468627516605,0.03424358150551962,0.8100417322193142
id24541,0.6470769704697774,0.28980948107001414,0.0631135484602085
id00134,0.17413332145220023,0.8202926521075141,0.005574026440285598
id27757,0.6351985206709069,0.33733889203321815,0.02746258729587506
id04081,0.929339120570516,0.0303344023259424,0.0403264771035417
id27337,0.746142135638945,0.2453688987439618,0.008488965617093239
id24265,0.6935090212850455,0.29486325090948734,0.011627727805467059
id25917,0.26714101074120833,0.1909823099682699,0.5418766792905217
id04951,0.9928405092127598,0.004089416652394718,0.003070074134845572
id14549,0.7933328807669907,0.015559288307526562,0.19110783092548278
id22505,0.023795330677165993,0.8255774050074202,0.15062726431541387
id24002,0.0010491262193757676,0.9983206639578002,0.0006302098228241463
id18982,0.29512799778042137,0.5513661732349915,0.15350582898458723
id15181,0.0211199066621615,0.9778019259585998,0.0010781673792385083
id21888,0.8377567643697896,0.055403413033442296,0.10683982259676794
id12035,0.008486028856043628,0.00727953275860667,0.9842344383853496
id17991,0.6574337128689812,0.033862085445661674,0.3087042016853571
id10707,0.9996819821997783,0.00010786846029755692,0.0002101493399240571
id07101,0.3809717199938951,0.3356587924640987,0.2833694875420062
id00345,0.9557520542718797,0.029183858728917926,0.015064086999202283
id05912,0.9611730772541266,0.027860255423449748,0.010966667322423738
id13443,0.9903515915902028,0.0050025714209901,0.004645836988807185
id09248,0.2666882134550476,0.1348348780124889,0.5984769085324636
id17542,0.4733523094298833,0.41224245620714994,0.11440523436296673
id06995,0.005545946295515049,0.0008597397667053345,0.9935943139377797
id25159,0.7325923949312363,0.031177119223466287,0.2362304858452974
id25729,0.7083745595545536,0.2749068694040741,0.0167185710413721
id26949,0.7855848624100981,0.14100677643741918,0.07340836115248274
id27191,0.1441994134557757,0.19841776227223623,0.657382824271988
id07668,0.1895380984583726,0.0018026702225774549,0.8086592313190499
id02230,0.19483466498943758,0.49553688401976165,0.3096284509908009
id15553,0.9979192769461528,0.002013034221174095,6.76888326731963e-05
id25688,0.07545780565313816,0.8763823688119335,0.04815982553492831
id17545,0.7183341789652304,0.20477079999169337,0.07689502104307624
id13929,0.27840386897461417,0.14024887571588834,0.5813472553094975
id12880,0.56795068515471,0.21063696924827618,0.2214123455970139
id19282,0.5788487244297269,0.11236871106116195,0.30878256450911107
id14690,0.06283687692563066,0.02871247236251515,0.9084506507118542
id17975,0.20353539708814117,0.46958639068723224,0.32687821222462665
id08037,0.9755706019212452,0.0008812523954594804,0.023548145683295458
id15412,0.4046111080234834,0.05276475674067424,0.5426241352358424
id25032,0.6783149650130745,0.124883747452894,0.19680128753403145
id27165,0.9427051534432922,0.014482333272194885,0.04281251328451285
id03327,0.3987559056067385,0.2554653759785047,0.3457787184147567
id18515,0.6621309704508274,0.02690954906169775,0.3109594804874748
id21003,0.4752783385910071,0.04583913867465807,0.4788825227343348
id23855,0.029583478346068136,0.7782446272129084,0.19217189444102342
id20724,0.851241767273089,0.0919584448634278,0.0567997878634832
id13303,0.9356843805373398,0.01052505176038698,0.05379056770227334
id16521,0.004188998133994402,0.07954159126043331,0.9162694106055722
id20775,0.9975212274002111,0.0024534829751041826,2.5289624684657007e-05
id13029,0.6187572720369354,0.043238680865420175,0.33800404709764437
id14660,0.9075362514551674,0.052090885296850076,0.04037286324798269
id11028,0.007410168120955665,0.0005256815431818637,0.9920641503358625
id14180,0.9917315028082684,0.0030322446901232336,0.005236252501608397
id25860,0.9997072987398851,0.00027340068878000485,1.9300571335110805e-05
id11910,0.8217727473167652,0.05957260461925957,0.11865464806397506
id08065,0.5174077382893482,0.18376010621037836,0.29883215550027353
id22674,0.020573004689880308,0.06373744636644972,0.9156895489436699
id25018,0.18364692875303548,0.08048180640963552,0.735871264837329
id10892,0.19551051302370837,0.7946894504687382,0.00980003650755344
id10217,0.04208173257212345,0.9568728027688566,0.0010454646590200665
id12996,0.6887893501734396,0.12994717510077797,0.1812634747257825
id18262,0.10237382763252625,0.10013236699714627,0.7974938053703273
id08606,0.0015542580197693847,0.9966823888604815,0.0017633531197490918
id17233,0.807191557076444,0.061851412211036884,0.13095703071251916
id00101,0.4202852154591811,0.1378125982510691,0.44190218628974975
id12225,0.7680464193996792,0.0799394218834331,0.15201415871688775
id01364,0.11415064221996121,0.8288109396517559,0.057038418128283024
id24973,0.9498590748859721,0.01368842190135834,0.03645250321266962
id25363,0.9468355718425647,0.001252219880367727,0.05191220827706752
id10061,0.47766206506078107,0.015340569027906406,0.5069973659113125
id17673,0.18609433841762651,0.576534755433858,0.23737090614851547
id13249,0.7481206205390101,0.06570804119591575,0.18617133826507418
id10107,0.017276741836781434,0.0226131228430272,0.9601101353201913
id04403,0.8520636588363604,0.012021377686874434,0.13591496347676518
id25728,0.8927375818184246,0.012330594348204554,0.09493182383337084
id16184,0.7569470969858694,0.07237156543379002,0.1706813375803406
id03438,0.016049729153866432,0.00037072315852588393,0.9835795476876078
id22923,0.34138575934621185,0.57237252096051,0.08624171969327822
id08610,0.9774679804066256,0.012964671387668531,0.009567348205705884
id25355,0.06296133848378337,0.0951402647958896,0.841898396720327
id16916,0.3716607774402885,0.6132097373404451,0.015129485219266296
id12793,0.02957043118783972,0.9630881881553593,0.007341380656800986
id11859,0.6701866764961334,0.021481637999007045,0.30833168550485973
id02434,0.999728093495274,0.00018701526300813676,8.48912417179324e-05
id27703,0.006277007708061426,0.007269301256569313,0.9864536910353693
id25212,0.4564191405867435,0.5231094175785143,0.020471441834742247
id11308,0.2295756864365536,0.278408814037007,0.4920154995264395
id26094,0.3413610256574245,0.08817679498886889,0.5704621793537067
id22080,0.81125171349168,0.180458424376282,0.008289862132038042
id03545,0.9453095519559449,0.05213354819618317,0.0025568998478719676
id23725,0.008468521349622105,0.00478479352140642,0.9867466851289715
id12009,0.824558782155933,0.12107506155725689,0.054366156286810026
id24241,0.48771501698199926,0.27535209795876225,0.23693288505923848
id03596,0.03302871319530393,0.9578897716233817,0.009081515181314266
id10749,0.19513281464903745,0.23183950264538794,0.5730276827055747
id22794,0.0003845313970723729,0.016485900809287937,0.9831295677936397
id15482,0.17962768460530212,0.1680656016326033,0.6523067137620946
id04833,0.6938828964656817,0.2370771923504745,0.06903991118384378
id00397,0.14573649774434086,4.0084512024431525e-05,0.8542234177436347
id14691,0.07676360294844943,0.0530241165201319,0.8702122805314186
id05193,0.2075853051607723,0.04510049978917938,0.7473141950500483
id19541,0.9729087202450175,0.02156921876082174,0.005522060994160757
id22166,0.0004311983521300219,0.000331420027631019,0.999237381620239
id20744,0.02764377401384,0.03664479540479713,0.935711430581363
id10392,4.147828855042684e-06,0.0040752917761508935,0.995920560394994
id00770,0.9907465220344959,0.0031205844658818427,0.006132893499622314
id06018,0.2154491633396519,0.6574272902631131,0.12712354639723492
id15678,0.18450921801944783,0.020847908726063333,0.7946428732544888
id08305,0.7043071867666044,0.1691197608672932,0.1265730523661023
id08903,0.7438748953533448,0.060051270933357624,0.1960738337132975
id14752,0.6819329911794567,0.28686561874526806,0.03120139007527523
id12468,0.4083280914224163,0.5831752185998642,0.008496689977719473
id05085,0.7147532542727013,0.21546326601014432,0.06978347971715435
id21993,0.046147404887034914,0.0038280219552853044,0.9500245731576797
id15503,0.8002709571657243,0.17664131118505538,0.023087731649220487
id03021,2.9943972774482763e-05,0.994076660422502,0.00589339560472335
id16123,0.9909144047690558,0.006994013389635838,0.002091581841308387
id19383,0.9928936274812321,0.004605831239214034,0.002500541279553962
id04186,0.993873518628688,0.0038182192710469716,0.0023082621002649597
id17954,0.0009600218860503642,9.32878739150569e-05,0.9989466902400347
id12030,0.10728028168708113,0.02711192674638767,0.8656077915665312
id13020,0.8826613206576691,0.0932837380543086,0.024054941288022182
id25327,0.0014677352023050338,0.8618148562849796,0.13671740851271538
id16344,0.13736999599308525,0.05109403361086653,0.8115359703960482
id12303,0.42692622930683183,0.44980655239743256,0.12326721829573567
id15017,0.9990514587398381,0.0008010242261023213,0.00014751703405948787
id22308,0.4257815816343386,0.031941096507879845,0.5422773218577815
id06536,0.0026864850970145598,0.11112100583980652,0.8861925090631789
id19797,0.18256907552607607,0.5057899028148584,0.31164102165906565
id06332,0.40596318529743997,0.31297791362350674,0.2810589010790533
id22941,0.4044173947549568,0.486994122634199,0.10858848261084418
id13547,0.023058438785814855,0.23009062977281847,0.7468509314413667
id06928,0.10090932412620442,0.00348297978175489,0.8956076960920407
id12521,0.8278222144779354,0.11747738588200804,0.054700399640056636
id25716,0.6740037092100738,0.019342487263344647,0.3066538035265816
id27116,3.532340427330908e-05,2.7429661895616774e-05,0.999937246933831
id19941,0.3283095559349531,0.5229835807645186,0.1487068633005284
id05711,0.0029176391685917825,0.021929129222936987,0.9751532316084713
id02097,0.015363763825023037,0.04701055355604385,0.9376256826189331
id03563,0.0009582349231976597,0.9984751444369093,0.0005666206398930528
id02295,0.4558595668715197,0.23344593142255135,0.3106945017059289
id08179,0.9999519047384172,1.967179238457832e-05,2.842346919813448e-05
id05332,0.3353666413968173,0.5531235060928059,0.11150985251037665
id15697,0.36227816739353447,0.2634904814270514,0.37423135117941414
id17026,0.3470150503705221,0.1009563650503515,0.5520285845791264
id04243,0.9041899869560414,0.06074342824504473,0.03506658479891379
id13175,0.9991827543919984,0.0007845679518627905,3.2677656138612124e-05
id05387,0.9790495026087029,0.014552828101973201,0.006397669289323853
id19989,0.4506349825228528,0.2556289781206089,0.29373603935653836
id25173,0.20457456246309397,0.4141221618383734,0.3813032756985326
id08925,0.03885397441197913,0.9519738962394009,0.009172129348620132
id03034,0.004123353144476734,0.9869933673643568,0.008883279491166534
id13272,0.21201926121432982,0.6756283121110743,0.11235242667459577
id07956,0.9765873483958307,0.015110623046213589,0.008302028557955799
id02648,0.1695494782776088,0.019822374933054172,0.810628146789337
id01778,0.5495034324763658,0.002992278739501449,0.4475042887841327
id12846,0.0010341918382492604,0.0005400665265249557,0.9984257416352257
id19001,0.515165310845943,0.023261061715030333,0.4615736274390267
id05763,0.9530205721619632,0.005731067245253446,0.04124836059278333
id15590,0.05495988938211706,0.009414869610483188,0.9356252410073999
id04912,0.6238300410277624,0.13023406161643342,0.24593589735580432
id21201,0.796243116932737,0.08189382594739059,0.1218630571198723
