id,EAP,HPL,MWS
id02310,0.21578410096663708,0.04837589722055061,0.7358400018128114
id24541,0.7652290365133004,0.12892849133219217,0.10584247215450861
id00134,0.5161161213375927,0.43845925828750537,0.045424620374902316
id27757,0.5261209960299013,0.4701900752452898,0.003688928724810966
id04081,0.81630642854904,0.11177890031176135,0.0719146711391982
id27337,0.5469966180392518,0.4362928995231733,0.016710482437575717
id24265,0.3708673833045645,0.4974193043655212,0.13171331232991393
id25917,0.12927902113452555,0.13827589115418246,0.7324450877112922
id04951,0.9634704966826614,0.03490238036693605,0.0016271229504025472
id14549,0.6481577743469485,0.15830094845011392,0.1935412772029363
id22505,0.07447177302182961,0.1545355004983792,0.7709927264797909
id24002,0.0017770707048127055,0.9973388075245178,0.0008841217706706483
id18982,0.578088042967346,0.20083820541037242,0.2210737516222825
id15181,0.006459020316072031,0.9926571647004462,0.0008838149834819893
id21888,0.7268245915803723,0.12917975616075753,0.14399565225887206
id12035,0.01093807412137274,0.006125232792916159,0.9829366930857101
id17991,0.19827029399538346,0.12265636047205815,0.6790733455325576
id10707,0.9945588497551292,0.001336474362743639,0.004104675882124863
id07101,0.10718181764602427,0.24457825591702578,0.6482399264369494
id00345,0.6849966352459003,0.27189067932097355,0.04311268543312495
id05912,0.8260565906701897,0.11852196398917074,0.05542144534064059
id13443,0.9702257244761852,0.017413611134489988,0.012360664389327775
id09248,0.07971801239451375,0.07180424029742911,0.8484777473080567
id17542,0.021419338556150573,0.9691932450386294,0.009387416405219253
id06995,0.186585668110933,0.036457192417430645,0.7769571394716397
id25159,0.6688087704024316,0.01200719413303317,0.3191840354645366
id25729,0.8334357418089101,0.12579504593732313,0.040769212253767416
id26949,0.706105581790671,0.2247255003333035,0.06916891787602474
id27191,0.45897984914731554,0.08377416239078303,0.4572459884619021
id07668,0.25336418704035646,0.011314097559596895,0.7353217154000496
id02230,0.13880134463336358,0.4960922867166299,0.3651063686500075
id15553,0.9462204822567235,0.029264906412551386,0.02451461133072315
id25688,0.07002945745529117,0.9207950762206889,0.009175466324019919
id17545,0.9657600855249551,0.012170569371036777,0.022069345104007407
id13929,0.12476175909331799,0.194601904209816,0.6806363366968659
id12880,0.6524966610971915,0.12937804160657115,0.21812529729623617
id19282,0.7016867852483681,0.16457711052528837,0.1337361042263424
id14690,0.014024352443791145,0.007587905065646469,0.9783877424905613
id17975,0.16923813599876783,0.792972188534404,0.03778967546682606
id08037,0.6589150886262759,0.019579871010524743,0.3215050403632016
id15412,0.06854931686730832,0.05058154598865711,0.8808691371440339
id25032,0.4559903145751205,0.24922070669211838,0.29478897873276017
id27165,0.9929547435694983,0.0030564227642980745,0.003988833666202037
id03327,0.20694837563599325,0.7047539497947946,0.08829767456921182
id18515,0.6694987915971878,0.030715878962642978,0.29978532944016895
id21003,0.412592561778679,0.06115346038118036,0.5262539778401397
id23855,0.011390124475983416,0.8377965985197852,0.15081327700423125
id20724,0.5726715476718705,0.2658773746656814,0.16145107766244837
id13303,0.6046960056783606,0.06557297253851688,0.3297310217831218
id16521,0.011558356186861808,0.36370252869333536,0.6247391151198036
id20775,0.9792525712247135,0.014362689211921336,0.006384739563363692
id13029,0.9389329828264318,0.009189540343352533,0.05187747683021676
id14660,0.6836721354476181,0.25500979096114434,0.06131807359123877
id11028,0.004383120378049303,0.001571755809778659,0.994045123812171
id14180,0.7987577793049793,0.1635075958157968,0.037734624879222495
id25860,0.9953209388688471,0.003438726308028961,0.0012403348231242665
id11910,0.5797269307545593,0.0679083869435785,0.35236468230186213
id08065,0.3743341712477377,0.19750953954353997,0.4281562892087214
id22674,0.11521334417506482,0.015729344469552098,0.8690573113553801
id25018,0.22153390105786103,0.04190404349686905,0.7365620554452683
id10892,0.17006348040758407,0.7946427858252137,0.035293733767199374
id10217,0.6489256037631049,0.24857418113665194,0.10250021510024322
id12996,0.5240398316275668,0.20505073641922486,0.27090943195320905
id18262,0.4062803884941921,0.395328535343904,0.1983910761619047
id08606,0.013285542800072485,0.9664347212343488,0.020279735965579734
id17233,0.9326861085546607,0.029776802393916026,0.03753708905142323
id00101,0.6026215153461407,0.21244822084743853,0.18493026380642102
id12225,0.856599064611869,0.13528713902043873,0.008113796367692949
id01364,0.08336295598888414,0.8955856095654685,0.02105143444564685
id24973,0.47342177877653374,0.051236724938114736,0.47534149628535177
id25363,0.6392506264562096,0.01866739446942657,0.34208197907436244
id10061,0.5237512150439443,0.09363519133364352,0.3826135936224154
id17673,0.08798000833023699,0.8862117133054723,0.025808278364291837
id13249,0.5855026010828821,0.03644925496085052,0.3780481439562669
id10107,0.08973822010005154,0.015774627496929757,0.894487152403017
id04403,0.7955556864267448,0.05359665505170073,0.15084765852155518
id25728,0.7888623821556991,0.045722090217102454,0.16541552762719888
id16184,0.5984545286613985,0.18802789976480797,0.21351757157379347
id03438,0.006025854069546724,0.0006741452681249449,0.9933000006623273
id22923,0.02706697123581043,0.969235205497254,0.0036978232669355525
id08610,0.9057963425128875,0.03103844187486147,0.0631652156122504
id25355,0.1371873661631254,0.10409050390419029,0.758722129932684
id16916,0.4497028481615979,0.49291153931513065,0.05738561252327041
id12793,0.04421269540019602,0.917772679694877,0.03801462490492812
id11859,0.7715350867733047,0.04576856936006318,0.1826963438666336
id02434,0.9877712873341801,0.004674556129671041,0.007554156536147483
id27703,0.04245580137006918,0.005765590232256826,0.9517786083976757
id25212,0.10599517647449291,0.8786436853638776,0.015361138161627567
id11308,0.05869138594798852,0.07788488689569054,0.8634237271563209
id26094,0.8406232725629275,0.09050483810669827,0.06887188933037386
id22080,0.7444803850458115,0.2196631114574748,0.03585650349671221
id03545,0.9664622604573898,0.028687553570513436,0.004850185972095239
id23725,0.04764876251172413,0.05683852960423113,0.8955127078840474
id12009,0.6563963961133622,0.25362394927603177,0.08997965461060467
id24241,0.10577512529137348,0.22070477116775594,0.6735201035408691
id03596,0.02511739518791698,0.9439123212892869,0.030970283522796217
id10749,0.27035688254866735,0.5706604223767523,0.15898269507457696
id22794,0.03257536787621906,0.00476869041940668,0.9626559417043753
id15482,0.25474470999649573,0.10997093907881235,0.6352843509246935
id04833,0.5006918113790167,0.4186829671567176,0.08062522146426669
id00397,0.06247294410583149,0.00654125567531363,0.9309858002188517
id14691,0.060471391539549064,0.03195325083757149,0.9075753576228789
id05193,0.2625049889835528,0.15938044142826485,0.578114569588184
id19541,0.8148478292963234,0.02569417846783283,0.15945799223584262
id22166,0.008714120187135518,0.017687266065614222,0.9735986137472519
id20744,0.07071308180497912,0.039625581443146166,0.8896613367518761
id10392,0.029277692978447647,0.005609176857400667,0.965113130164153
id00770,0.9178219551917273,0.056408882497445606,0.025769162310828538
id06018,0.4475231050241089,0.5011587818901672,0.05131811308572518
id15678,0.43125090337085337,0.00997633064194056,0.5587727659872058
id08305,0.9272640530049164,0.06370004563297763,0.009035901362105636
id08903,0.22167228005806752,0.13242958227660395,0.6458981376653281
id14752,0.4788699552136067,0.452826823253682,0.0683032215327143
id12468,0.157706503654599,0.8205447825567684,0.021748713788629696
id05085,0.32487600040404657,0.5672982778261701,0.10782572176978399
id21993,0.10233186236494905,0.058406192299687416,0.8392619453353626
id15503,0.8195958677595128,0.1652255344113354,0.015178597829150925
id03021,0.00203947273731924,0.9930376962823312,0.004922830980349098
id16123,0.9914563953678569,0.00411081285157402,0.004432791780568096
id19383,0.9588991578172884,0.03442503566297681,0.006675806519738053
id04186,0.9968418314508001,0.0010570244187817972,0.0021011441304181963
id17954,0.04586459703903456,0.006066190309698106,0.9480692126512671
id12030,0.18470668273911417,0.027917796925674584,0.787375520335211
id13020,0.8741821817033173,0.0993033488596156,0.02651446943706856
id25327,0.045822100545053805,0.3802448416936295,0.5739330577613142
id16344,0.33332312966202476,0.07047794700992237,0.5961989233280538
id12303,0.32027517509371617,0.5733022067381522,0.10642261816813106
id15017,0.8600760936502966,0.12210356392651227,0.017820342423192654
id22308,0.7535549421315527,0.09544272193589146,0.15100233593255488
id06536,0.0169863487756792,0.028268973490244962,0.9547446777340788
id19797,0.14079628819338902,0.5500465444409626,0.30915716736564913
id06332,0.3513566297728794,0.39566028833215394,0.2529830818949672
id22941,0.370035179021356,0.22564809454685683,0.404316726431787
id13547,0.16498413179001792,0.05595745960267906,0.779058408607304
id06928,0.04975949723276065,0.0032247797887695736,0.9470157229784701
id12521,0.4722429255706484,0.48057904117091993,0.04717803325843011
id25716,0.534555959333207,0.06975730246450501,0.3956867382022876
id27116,0.0009499091368929341,0.0003970802482808932,0.9986530106148257
id19941,0.0501175370444955,0.8193979967646566,0.13048446619084858
id05711,0.00205747315771372,0.00642050924357331,0.9915220175987133
id02097,0.009833408561203212,0.05379108317961091,0.9363755082591864
id03563,0.031510094268313416,0.9488656263533679,0.01962427937831763
id02295,0.32213476388967616,0.38694461238080197,0.2909206237295216
id08179,0.9958411788782863,0.0014959634795701166,0.0026628576421441003
id05332,0.031719236199357924,0.9404788583335348,0.027801905467108246
id15697,0.4048402561125778,0.1360099178659019,0.45914982602151855
id17026,0.0936276264844412,0.037000094667176436,0.8693722788483808
id04243,0.8022951537588758,0.1284483437339987,0.06925650250712616
id13175,0.9996000730178847,0.0003354142706665459,6.451271145029986e-05
id05387,0.8593873402752051,0.0342960430631275,0.10631661666166671
id19989,0.7556408299772902,0.06996283178559164,0.17439633823711706
id25173,0.2821189152437746,0.15804651104481307,0.5598345737114143
id08925,0.02252577071426693,0.9704787647935322,0.00699546449220263
id03034,0.05134535322456063,0.7915363586227854,0.15711828815265327
id13272,0.017595795867587458,0.9670176653507582,0.015386538781656689
id07956,0.8999695594677747,0.07420342057707356,0.025827019955151714
id02648,0.05365408608885933,0.0058324750018673484,0.9405134389092716
id01778,0.2887598668776005,0.013194398201362829,0.6980457349210378
id12846,0.007453193157728508,0.001453913370214838,0.9910928934720582
id19001,0.3805952547369228,0.0786920226076856,0.5407127226553923
id05763,0.7205792000179253,0.09658860209968699,0.18283219788238622
id15590,0.04164690924700332,0.01465103406979238,0.9437020566832038
id04912,0.7516004401922037,0.12435734321210172,0.12404221659569475
id21201,0.7467218947655941,0.10860098376241072,0.14467712147199613
id13215,0.9655555876793116,0.01783044914338774,0.01661396317730068
id15612,0.27678727770989564,0.576198189723171,0.14701453256693403
id18501,0.11036316116338493,0.08250568507923227,0.8071311537573844
id07223,0.4863389953460299,0.45469557305203084,0.058965431601939844
id06707,0.6182918179257905,0.19928601440507654,0.18242216766913166
id05238,0.010489465520072117,0.9783125527168105,0.011197981763116423
id00935,0.05223743728880774,0.16288980572115994,0.7848727569900308
id00110,0.8305656110370802,0.05721883119426559,0.1122155577686571
id17476,0.9532649121543592,0.02790935245093776,0.018825735394703714
id15170,0.9537745919791621,0.02969358692224807,0.01653182109859101
id13397,0.31588492978457994,0.17671419067587227,0.5074008795395464
id24283,0.47686560166124853,0.12689864628116834,0.39623575205758377
id15234,0.8821531826945251,0.10839366759742092,0.009453149708055626
id16884,0.4886594820362231,0.17418963947413454,0.337150878489644
id07831,0.32174074157828497,0.5876803174474381,0.09057894097427752
id16038,0.8273643121194487,0.1399374134321871,0.03269827444836441
id03629,0.676161463542598,0.06823906764901427,0.255599468808387
id21019,0.5469020869596627,0.10551161861033514,0.34758629443000194
id21835,0.43228055662168846,0.16120765648462548,0.4065117868936876
id04480,0.08012646747825565,0.9145606185009452,0.0053129140208000745
id20838,0.6585276942098314,0.24109760113668485,0.10037470465348274
id24195,0.5666014456805768,0.19999609389540823,0.2334024604240152
id05448,0.7666033731562812,0.18126359602966044,0.052133030814059095
id15957,0.11086004925403264,0.8740879333941038,0.015052017351863381
id19956,0.018622340979157503,0.0023924612213969635,0.9789851977994473
id15104,0.31008837799039807,0.12393808065391426,0.5659735413556886
id17559,0.36492050703136636,0.443602637051162,0.19147685591747113
id16839,0.5485232810718644,0.14932178632629614,0.3021549326018405
id14493,0.4079384715210101,0.10553278695465934,0.486528741524332
id08833,0.5920823155493415,0.03277196912524985,0.3751457153254075
id15723,0.1875716303180817,0.2458297436385652,0.5665986260433538
id02716,0.7627059073884348,0.1371367255202095,0.10015736709135407
id06689,0.0730456423526386,0.8875519367147853,0.0394024209325757
id18837,0.3480621381717786,0.2797553534058482,0.3721825084223729
id04466,0.8714938444405813,0.06099876513941675,0.06750739042000212
id00686,0.8257298849162005,0.04940130968003731,0.12486880540376478
id09010,0.29376764332502026,0.667879076183783,0.038353280491197066
id23353,0.5660889032196321,0.2188822685276959,0.21502882825267372
id00066,0.7651783372266368,0.12753185591940364,0.10728980685395788
id15724,0.1341119443931938,0.5537077009401038,0.31218035466670185
id23486,0.02355395149315448,0.010516372344016464,0.9659296761628288
id22258,0.16730329635102423,0.08666333809121937,0.746033365557757
id02292,0.7234592816482406,0.10229516812175124,0.17424555023000896
id16356,0.2691498394817487,0.027121873570030777,0.703728286948222
id00235,0.9343280652484082,0.010801782703130343,0.05487015204846203
id25522,0.11015741607093155,0.018273513853726747,0.8715690700753411
id04204,0.07398873697448503,0.8487947241186102,0.0772165389069034
id22016,0.6449687040187527,0.1204375042541319,0.23459379172711495
id06480,0.1909667075747818,0.7172220145266235,0.09181127789859246
id08718,0.12877522872990155,0.11008628680347106,0.7611384844666269
id05251,0.01185324180837102,0.9798389107729858,0.008307847418645894
id03359,0.8886446245693822,0.040678773403915895,0.07067660202670184
id16117,0.07783163700824855,0.006202367894624793,0.9159659950971287
id17000,0.04116328387363215,0.9525131481974919,0.006323567928876301
id01730,0.04675508024656691,0.9169926390639908,0.03625228068944509
id00630,0.45684630483630767,0.42940055560086143,0.11375313956282933
id18175,0.17184758742828635,0.03223109120359423,0.795921321368118
id00907,0.7590986368746634,0.1912239672904025,0.04967739583493294
id18251,0.17046543969669753,0.8191408083409192,0.01039375196238307
id25861,0.7824364147679719,0.09472708688228187,0.12283649834974528
id00398,0.839212186604524,0.06373273434468162,0.09705507905079315
id27573,0.9774341779471698,0.002193396421164432,0.02037242563166452
id10022,0.02282895151719616,0.8856163708371186,0.09155467764568272
id15901,0.1299345153479804,0.007194311722406702,0.8628711729296153
id00451,0.16139869833919784,0.02918873128356008,0.8094125703772393
id23129,0.06784936829909861,0.9047284123291655,0.027422219371739148
id26498,0.3423993429068525,0.5269027894092793,0.13069786768386726
id14741,0.7666007800975511,0.13728607012933702,0.09611314977311049
id18453,0.45543258998681463,0.2552257281943027,0.28934168181888303
id08309,0.9193036086818689,0.03950513267053162,0.04119125864760032
id00320,0.9667529268905614,0.010987406042243884,0.022259667067192138
id07688,0.32096010997196145,0.12410804568765638,0.5549318443403819
id01556,0.050140948213311054,0.00271020779725886,0.9471488439894298
id00178,0.7398935651848845,0.11910807342975256,0.14099836138536045
id18902,0.09541860125716733,0.02008069815272647,0.8845007005901069
id27002,0.5147872621142865,0.4233947982656601,0.0618179396200532
id21418,0.9913196161342658,0.007624542644274943,0.0010558412214621534
id23018,0.11528949957794687,0.0860099433476441,0.7987005570744095
id07032,0.5048005291861066,0.1720073398421869,0.32319213097170824
id16195,0.9641384996159444,0.010263411309897375,0.02559808907415965
id11202,0.12098643792413241,0.7458808408400641,0.13313272123580286
id09578,0.5054899296551821,0.143604588575712,0.35090548176910635
id26984,0.7402436445029587,0.040011207886916256,0.21974514761012495
id19856,0.10011172022899742,0.8430275694400825,0.056860710330919106
id12086,0.6025960311594643,0.14421490612340684,0.25318906271712877
id12052,0.057299436159230784,0.07836160766522467,0.8643389561755429
id17728,0.07560435019872187,0.018362634937872803,0.9060330148634057
id24608,0.6480324526472395,0.07834648127440089,0.2736210660783601
id21097,0.2339372280287707,0.033604522205984616,0.7324582497652463
id20179,0.015907152023887067,0.0009419182981919767,0.9831509296779217
id15144,0.09845456773668942,0.7473212596365588,0.15422417262675137
id00206,0.5256177318650613,0.193027587200996,0.281354680933943
id22285,0.013750225648810628,0.004956127086104819,0.9812936472650857
id06417,0.15347068981473594,0.366018051520143,0.48051125866512157
id00215,0.06855562322788694,0.9266325778227447,0.004811798949368745
id04201,0.15094364699627297,0.027415227120559403,0.8216411258831662
id21771,0.9691869147375868,0.01805909826444328,0.012753986997968432
id12451,0.16791411092879868,0.21111241652792384,0.6209734725432784
id14250,0.05490908869752129,0.8711107493505074,0.07398016195197052
id03433,0.041277468646077356,0.954080109416071,0.004642421937850591
id03303,0.1809481347969583,0.016336984814516113,0.8027148803885263
id25901,0.18828085085739948,0.6606828489319813,0.15103630021061917
id06945,0.7032686659695241,0.03364378306888722,0.26308755096158903
